GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022100551,389,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,6,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-9,253,1,1,20220102,LAL,MIN
Shot Chart Detail,0022100551,512,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,10,27,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-81,142,1,1,20220102,LAL,MIN
Shot Chart Detail,0022100551,603,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,3,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,164,1,1,20220102,LAL,MIN
Shot Chart Detail,0022100561,67,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,5,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,107,259,1,1,20220103,LAC,MIN
Shot Chart Detail,0022100561,72,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,4,39,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,10,1,1,20220103,LAC,MIN
Shot Chart Detail,0022100561,296,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,10,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-119,229,1,1,20220103,LAC,MIN
Shot Chart Detail,0022100561,335,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,7,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,173,209,1,1,20220103,LAC,MIN
Shot Chart Detail,0022100587,500,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,3,55,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,42,45,1,1,20220107,OKC,MIN
Shot Chart Detail,0022100587,656,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,5,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,69,266,1,1,20220107,OKC,MIN
Shot Chart Detail,0022100600,144,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,1,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,146,216,1,1,20220109,HOU,MIN
Shot Chart Detail,0022100600,503,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,1,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-184,183,1,1,20220109,HOU,MIN
Shot Chart Detail,0022100600,547,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,10,39,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,34,1,1,20220109,HOU,MIN
Shot Chart Detail,0022100600,563,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,9,49,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,12,1,1,20220109,HOU,MIN
Shot Chart Detail,0022100615,145,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,2,52,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-18,250,1,1,20220111,NOP,MIN
Shot Chart Detail,0022100615,264,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,7,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-109,225,1,1,20220111,NOP,MIN
Shot Chart Detail,0022100615,297,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,4,19,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,42,1,1,20220111,NOP,MIN
Shot Chart Detail,0022100615,466,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,4,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-218,123,1,1,20220111,NOP,MIN
Shot Chart Detail,0022100615,577,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,10,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,28,252,1,1,20220111,NOP,MIN
Shot Chart Detail,0022100615,706,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,0,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,207,143,1,1,20220111,NOP,MIN
Shot Chart Detail,0022100628,301,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,5,49,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,33,1,1,20220113,MEM,MIN
Shot Chart Detail,0022100652,432,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,4,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-145,212,1,1,20220116,MIN,GSW
Shot Chart Detail,0022100652,448,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,3,20,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,15,1,1,20220116,MIN,GSW
Shot Chart Detail,0022100652,479,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,1,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-142,216,1,1,20220116,MIN,GSW
Shot Chart Detail,0022100652,515,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,11,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-54,242,1,1,20220116,MIN,GSW
Shot Chart Detail,0022100652,526,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,10,12,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,221,92,1,1,20220116,MIN,GSW
Shot Chart Detail,0022100666,144,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,1,0,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,14,1,1,20220118,NYK,MIN
Shot Chart Detail,0022100666,309,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,2,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,105,-5,1,1,20220118,NYK,MIN
Shot Chart Detail,0022100666,313,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,1,32,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,40,1,1,20220118,NYK,MIN
Shot Chart Detail,0022100666,330,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,0,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-170,187,1,1,20220118,NYK,MIN
Shot Chart Detail,0022100670,285,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,2,33,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-28,48,1,1,20220119,ATL,MIN
Shot Chart Detail,0022100670,441,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,4,14,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,38,1,1,20220119,ATL,MIN
Shot Chart Detail,0022100670,458,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,2,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-118,243,1,1,20220119,ATL,MIN
Shot Chart Detail,0022100670,467,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,1,59,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,127,47,1,1,20220119,ATL,MIN
Shot Chart Detail,0022100670,532,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,9,56,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,103,244,1,1,20220119,ATL,MIN
Shot Chart Detail,0022100670,587,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,5,59,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-17,1,1,20220119,ATL,MIN
Shot Chart Detail,0022100706,540,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,9,59,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,125,-13,1,1,20220123,MIN,BKN
Shot Chart Detail,0022100721,187,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,10,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,140,239,1,1,20220125,POR,MIN
Shot Chart Detail,0022100734,154,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,1,1,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,9,1,1,20220127,GSW,MIN
Shot Chart Detail,0022100734,581,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,7,28,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,10,1,1,20220127,GSW,MIN
Shot Chart Detail,0022100743,113,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,3,18,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,142,222,1,1,20220128,PHX,MIN
Shot Chart Detail,0022100743,161,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,0,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,13,-16,139,1,1,20220128,PHX,MIN
Shot Chart Detail,0022100743,323,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,2,41,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,7,260,1,1,20220128,PHX,MIN
Shot Chart Detail,0022100743,564,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,9,21,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,167,-1,1,1,20220128,PHX,MIN
Shot Chart Detail,0022100743,569,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,8,58,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,2,256,1,1,20220128,PHX,MIN
Shot Chart Detail,0022100743,590,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,7,26,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,33,1,1,20220128,PHX,MIN
Shot Chart Detail,0022100743,643,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,3,31,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,5,259,1,1,20220128,PHX,MIN
Shot Chart Detail,0022100743,654,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,2,47,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-31,34,1,1,20220128,PHX,MIN
Shot Chart Detail,0022100743,658,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,2,14,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,29,1,1,20220128,PHX,MIN
Shot Chart Detail,0022100757,42,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,7,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-196,146,1,1,20220130,MIN,UTA
Shot Chart Detail,0022100757,375,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,8,20,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-10,67,1,1,20220130,MIN,UTA
Shot Chart Detail,0022100757,384,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,7,12,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,3,1,1,20220130,MIN,UTA
Shot Chart Detail,0022100770,160,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,0,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,195,148,1,1,20220201,MIN,DEN
Shot Chart Detail,0022100770,540,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,9,10,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,211,1,1,20220201,MIN,DEN
Shot Chart Detail,0022100770,556,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,7,54,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-14,1,1,20220201,MIN,DEN
Shot Chart Detail,0022100770,578,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,6,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,39,247,1,1,20220201,MIN,DEN
Shot Chart Detail,0022100782,120,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,2,43,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-1,1,1,20220203,DET,MIN
Shot Chart Detail,0022100782,172,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,11,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,202,9,1,1,20220203,DET,MIN
Shot Chart Detail,0022100782,176,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,11,0,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,11,1,1,20220203,DET,MIN
Shot Chart Detail,0022100782,196,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,8,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-113,229,1,1,20220203,DET,MIN
Shot Chart Detail,0022100782,485,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,1,33,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,8,1,1,20220203,DET,MIN
Shot Chart Detail,0022100782,530,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,10,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,184,199,1,1,20220203,DET,MIN
Shot Chart Detail,0022100803,121,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,2,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-189,146,1,1,20220206,MIN,DET
Shot Chart Detail,0022100803,201,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,10,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,161,187,1,1,20220206,MIN,DET
Shot Chart Detail,0022100803,205,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,9,48,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-168,173,1,1,20220206,MIN,DET
Shot Chart Detail,0022100803,217,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,8,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,114,219,1,1,20220206,MIN,DET
Shot Chart Detail,0022100803,489,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,1,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,17,253,1,1,20220206,MIN,DET
Shot Chart Detail,0022100803,506,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,0,28,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20220206,MIN,DET
Shot Chart Detail,0022100803,543,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,9,49,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,1,1,1,20220206,MIN,DET
Shot Chart Detail,0022100824,128,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,3,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-223,123,1,1,20220208,SAC,MIN
Shot Chart Detail,0022100824,132,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,2,42,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,36,1,1,20220208,SAC,MIN
Shot Chart Detail,0022100824,284,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,4,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-162,200,1,1,20220208,SAC,MIN
Shot Chart Detail,0022100824,467,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,3,48,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,5,1,1,20220208,SAC,MIN
Shot Chart Detail,0022100824,475,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,3,23,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,238,31,1,1,20220208,SAC,MIN
Shot Chart Detail,0022100824,482,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,2,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,185,179,1,1,20220208,SAC,MIN
Shot Chart Detail,0022100824,553,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,9,52,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,13,1,1,20220208,SAC,MIN
Shot Chart Detail,0022100830,199,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,11,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-224,100,1,1,20220209,SAC,MIN
Shot Chart Detail,0022100830,477,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,2,13,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,9,62,1,1,20220209,SAC,MIN
Shot Chart Detail,0022100843,295,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,0,49,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,28,1,1,20220211,CHI,MIN
Shot Chart Detail,0022100843,404,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,5,7,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,132,55,1,1,20220211,CHI,MIN
Shot Chart Detail,0022100843,421,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,3,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-185,171,1,1,20220211,CHI,MIN
Shot Chart Detail,0022100843,496,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,10,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-168,189,1,1,20220211,CHI,MIN
Shot Chart Detail,0022100857,137,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,2,37,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,29,258,1,1,20220213,IND,MIN
