GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022100857,218,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,9,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,78,246,1,1,20220213,IND,MIN
Shot Chart Detail,0022100857,517,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,0,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-225,117,1,1,20220213,IND,MIN
Shot Chart Detail,0022100880,87,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,4,36,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,-7,1,1,20220216,MIN,TOR
Shot Chart Detail,0022100880,201,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,9,17,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,16,1,1,20220216,MIN,TOR
Shot Chart Detail,0022100892,518,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,3,16,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,45,1,1,20220224,MIN,MEM
Shot Chart Detail,0022100892,527,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,2,32,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,3,1,1,20220224,MIN,MEM
Shot Chart Detail,0022100892,545,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,1,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,178,177,1,1,20220224,MIN,MEM
Shot Chart Detail,0022100892,549,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,0,42,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,0,1,1,20220224,MIN,MEM
Shot Chart Detail,0022100892,609,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,9,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-181,164,1,1,20220224,MIN,MEM
Shot Chart Detail,0022100892,660,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,5,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,151,199,1,1,20220224,MIN,MEM
Shot Chart Detail,0022100920,133,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,2,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-208,134,1,1,20220228,CLE,MIN
Shot Chart Detail,0022100920,174,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,10,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,205,169,1,1,20220228,CLE,MIN
Shot Chart Detail,0022100920,469,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,1,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,77,254,1,1,20220228,CLE,MIN
Shot Chart Detail,0022100930,217,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,10,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-191,150,1,1,20220301,MIN,GSW
Shot Chart Detail,0022100930,447,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,6,28,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,32,1,1,20220301,MIN,GSW
Shot Chart Detail,0022100930,487,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,2,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-154,210,1,1,20220301,MIN,GSW
Shot Chart Detail,0022100930,508,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,1,2,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,132,13,1,1,20220301,MIN,GSW
Shot Chart Detail,0022100930,602,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,5,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-138,210,1,1,20220301,MIN,GSW
Shot Chart Detail,0022100930,634,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,4,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-205,149,1,1,20220301,MIN,GSW
Shot Chart Detail,0022100930,684,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,0,30,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,-15,1,1,20220301,MIN,GSW
Shot Chart Detail,0022100951,119,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,3,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-188,158,1,1,20220304,OKC,MIN
Shot Chart Detail,0022100951,180,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,11,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,154,230,1,1,20220304,OKC,MIN
Shot Chart Detail,0022100951,422,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,5,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,9,271,1,1,20220304,OKC,MIN
Shot Chart Detail,0022100951,540,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,9,33,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,29,1,1,20220304,OKC,MIN
Shot Chart Detail,0022100951,602,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,5,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-218,113,1,1,20220304,OKC,MIN
Shot Chart Detail,0022100958,34,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,9,24,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,9,1,1,20220305,MIN,POR
Shot Chart Detail,0022100958,49,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,7,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,211,131,1,1,20220305,MIN,POR
Shot Chart Detail,0022100958,81,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,5,0,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,51,1,1,20220305,MIN,POR
Shot Chart Detail,0022100958,214,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,7,47,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,14,1,1,20220305,MIN,POR
Shot Chart Detail,0022100958,354,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,9,25,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,2,1,1,20220305,MIN,POR
Shot Chart Detail,0022100971,171,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,1,0,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,1,20220307,MIN,POR
Shot Chart Detail,0022100971,314,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,4,49,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,25,1,1,20220307,MIN,POR
Shot Chart Detail,0022100971,443,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,9,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-218,123,1,1,20220307,MIN,POR
Shot Chart Detail,0022100971,522,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,3,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-44,252,1,1,20220307,MIN,POR
Shot Chart Detail,0022100971,537,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,3,2,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-233,85,1,1,20220307,MIN,POR
Shot Chart Detail,0022100971,577,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,0,2,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,12,1,1,20220307,MIN,POR
Shot Chart Detail,0022100986,11,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,11,12,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,232,75,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100986,68,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,5,12,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,38,243,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100986,77,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,4,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,56,242,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100986,124,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,1,34,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,9,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100986,128,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,0,54,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-65,237,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100986,131,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,0,16,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,61,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100986,287,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,3,21,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,-11,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100986,366,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,8,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,195,157,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100986,395,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,6,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-172,185,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100986,533,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,7,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-169,193,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100986,573,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,5,6,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-135,228,1,1,20220309,MIN,OKC
Shot Chart Detail,0022100995,93,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,4,42,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,80,259,1,1,20220311,ORL,MIN
Shot Chart Detail,0022100995,348,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,9,53,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,238,14,1,1,20220311,ORL,MIN
Shot Chart Detail,0022100995,384,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,6,4,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,3,1,1,20220311,ORL,MIN
Shot Chart Detail,0022101005,382,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,10,20,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,238,6,1,1,20220312,MIA,MIN
Shot Chart Detail,0022101005,411,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,8,17,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-184,169,1,1,20220312,MIA,MIN
Shot Chart Detail,0022101005,487,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,1,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,42,256,1,1,20220312,MIA,MIN
Shot Chart Detail,0022101005,664,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,0,49,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,37,1,1,20220312,MIA,MIN
Shot Chart Detail,0022101039,141,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,3,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-206,127,1,1,20220316,MIN,LAL
Shot Chart Detail,0022101039,186,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,0,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-212,115,1,1,20220316,MIN,LAL
Shot Chart Detail,0022101058,345,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,0,5,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,96,22,1,1,20220319,MIN,MIL
Shot Chart Detail,0022101058,399,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,8,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-164,190,1,1,20220319,MIN,MIL
Shot Chart Detail,0022101058,623,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,3,58,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-199,142,1,1,20220319,MIN,MIL
Shot Chart Detail,0022101079,273,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,3,32,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,1,1,1,20220321,DAL,MIN
Shot Chart Detail,0022101079,459,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,0,27,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-165,78,1,1,20220321,DAL,MIN
Shot Chart Detail,0022101079,592,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,4,1,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,16,1,1,20220321,DAL,MIN
Shot Chart Detail,0022101090,312,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,3,13,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,-15,1,1,20220323,MIN,PHX
Shot Chart Detail,0022101090,624,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,5,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,206,1,1,20220323,MIN,PHX
Shot Chart Detail,0022101090,664,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,3,6,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-20,1,1,20220323,MIN,PHX
Shot Chart Detail,0022101090,688,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,1,4,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,25,1,1,20220323,MIN,PHX
Shot Chart Detail,0022101159,232,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,8,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,103,231,1,1,20220401,DEN,MIN
Shot Chart Detail,0022101159,474,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,3,31,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-239,13,1,1,20220401,DEN,MIN
Shot Chart Detail,0022101159,508,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,0,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,203,147,1,1,20220401,DEN,MIN
Shot Chart Detail,0022101159,603,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,4,5,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,157,189,1,1,20220401,DEN,MIN
Shot Chart Detail,0022101173,24,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,9,47,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-16,1,1,20220403,HOU,MIN
Shot Chart Detail,0022101173,37,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,7,52,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,15,1,1,20220403,HOU,MIN
Shot Chart Detail,0022101173,352,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,11,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,138,232,1,1,20220403,HOU,MIN
Shot Chart Detail,0022101173,356,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,10,23,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,4,1,1,20220403,HOU,MIN
Shot Chart Detail,0022101184,49,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,7,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,10,146,1,1,20220405,MIN,WAS
Shot Chart Detail,0022101184,61,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,5,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,81,236,1,1,20220405,MIN,WAS
Shot Chart Detail,0022101184,73,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,5,24,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,61,1,1,20220405,MIN,WAS
Shot Chart Detail,0022101184,247,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,6,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,27,252,1,1,20220405,MIN,WAS
Shot Chart Detail,0022101184,262,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,5,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-85,236,1,1,20220405,MIN,WAS
Shot Chart Detail,0022101199,417,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,9,9,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,4,1,1,20220407,MIN,SAS
Shot Chart Detail,0022101199,422,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,8,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,58,246,1,1,20220407,MIN,SAS
Shot Chart Detail,0022101199,449,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,3,6,39,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,64,1,1,20220407,MIN,SAS
Shot Chart Detail,0022101224,10,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,11,8,Made Shot,Jump Bank Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,-8,1,1,20220410,MIN,CHI
Shot Chart Detail,0022101224,30,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,1,9,2,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,93,-6,1,1,20220410,MIN,CHI
Shot Chart Detail,0022101224,293,1627736,Malik Beasley,1610612750,Minnesota Timberwolves,2,0,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-205,147,1,1,20220410,MIN,CHI
